PLAYER_ID,PLAYER_NAME,resid_realized_score_z,resid_TS_PCT_score,resid_VPS_score,resid_GmSc_Per48_score,label_realized_score_z,label_TS_PCT_score,label_VPS_score,label_GmSc_Per48_score,final_label,final_label_num,label_realized_score_z_num,label_TS_PCT_score_num,label_VPS_score_num,label_GmSc_Per48_score_num
1882,Elton Brand,-0.5455185744683759,-0.04423104909348208,-0.16576084119003776,-5.670135826047225,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1883,Steve Francis,-0.6097041805692773,-0.04503695272347763,-0.25694648228118444,-7.185633426445898,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1884,Baron Davis,0.5340357478049385,-0.019914416690778647,-0.2629633324007592,1.2114955528983522,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
1885,Lamar Odom,0.8323770449017973,-0.019755263595631067,0.03974458368624112,-1.5188329790100479,Sleeper,Bust,Neutral,Bust,Bust,2,0,2,1,2
1886,Jonathan Bender,-0.7827628703915063,0.08512409585225944,0.43221083797060067,2.389174843740779,Bust,Sleeper,Sleeper,Neutral,Sleeper,0,2,0,0,1
1887,Wally Szczerbiak,-0.6287502989845173,-0.006826696574127489,-0.1884404305333316,-1.5126233892767935,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1888,Richard Hamilton,0.430583045790348,-0.02267365503217955,0.12090694782620437,-1.633463490752586,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
1889,Andre Miller,0.1962208495017348,0.011796547639240762,-0.09060599758851473,-2.612770586284114,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
1890,Shawn Marion,0.4985791543742295,-0.030399384665931728,-0.1022548326596493,-6.503473483130865,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
1891,Jason Terry,-0.34672877868755236,0.021328610291088568,-0.05358133124700415,-3.5892777101425946,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
1894,Corey Maggette,0.4010052567073863,0.026281434284025296,0.035843516504277195,2.842743104934142,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
1897,Metta World Peace,-0.11683031704046731,-0.02812939451074553,-0.14466210288017445,-2.060690624967414,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1899,James Posey,-0.16401878163567685,0.03231662541326907,-0.05633897698468293,-0.7200010437105977,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
1901,Dion Glover,-0.31755571457905507,-0.04681831287359295,-0.07743510448841584,-0.4715428319974375,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1902,Jeff Foster,0.7080512021630107,0.03050289681313223,0.13258835505628364,0.9920883647231307,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
1903,Kenny Thomas,-0.3370584556538232,-0.04726645643151417,0.00021271600748673514,-1.0159124691713348,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
1904,Devean George,0.16229698403401932,-0.011806146931405026,-0.10624155406342917,-1.9598757653236945,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
1905,Andrei Kirilenko,-0.3266025064058411,-0.03790788812701307,-0.06109562560417414,-5.930854981268141,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1908,Jumaine Jones,-0.0819682289191469,-0.05246877750253853,-0.3314603524270072,-3.9155873389952927,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1909,Scott Padgett,-0.25354254422863143,-0.02762860854806032,-0.15686814461548604,-2.8542829191618484,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1913,Michael Ruffin,0.07240792529661944,-0.044323908444711235,-0.04747298009334244,-0.6136760915470472,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
1916,Calvin Booth,-0.2716170213819661,-0.025037164332809947,-0.10493830163755602,-2.526394767703172,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1917,Wang Zhi-zhi,-0.5917412764427459,-0.000672667215789069,-0.03318532608093694,2.2827661966281134,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
1921,Gordan Giricek,-0.5346826708961839,0.006110668364689542,-0.07186453489295408,-1.2849404124207098,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
1922,Francisco Elson,-0.8015927642801505,-0.09858296142596407,-0.15556223430444516,-3.8540098081303213,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
1924,Lee Nailon,0.16806451402711797,-0.006694421222971814,-0.09558530340379634,0.60284087701279,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
1934,Rodney Buford,0.6955957577432526,-0.07427753879918192,-0.19347879746105734,-2.3655470680573885,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
1938,Manu Ginobili,0.0027755950925010264,0.04232966392344717,0.059020740660609805,1.6677415655423893,Neutral,Sleeper,Neutral,Neutral,Neutral,1,1,0,1,1
2030,Kenyon Martin,-1.068917404684264,-0.044463100448485005,-0.17759538931270513,-5.3212110734945774,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2031,Stromile Swift,-0.5554219623988754,-0.021399813051846683,-0.2624314365210392,-2.6190514826610283,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2032,Darius Miles,-0.6461752101247573,-0.021559968197091828,-0.11173834074467148,1.619015145632961,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
2033,Marcus Fizer,-0.8720065258613058,0.004695242747779105,-0.12910602686411266,-1.8625032128586927,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2034,Mike Miller,-0.30448053631051997,0.03706577648748077,0.08581374384641394,-2.417150729684842,Bust,Neutral,Neutral,Bust,Neutral,1,2,1,1,2
2035,DerMarr Johnson,-0.9244264238812203,-0.014197914634408226,-0.15029037681523294,-0.1423330353611032,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2036,Chris Mihm,-0.14588568367086685,-0.04697334461131525,-0.07329228379278896,-0.264627922356798,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2037,Jamal Crawford,0.567935565633401,0.014693130368006568,-0.03773183029200311,2.460626387132999,Neutral,Neutral,Bust,Neutral,Neutral,1,1,1,2,1
2038,Joel Przybilla,0.7351747808340419,0.037547737349660326,0.09875024957410505,-0.9434425728680154,Sleeper,Neutral,Neutral,Bust,Neutral,1,0,1,1,2
2039,Keyon Dooling,0.34161157245355633,0.024366672696326974,-0.005970346365300472,-0.041029326218870565,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
2040,Jerome Moiso,-0.40705701623423973,0.08921440378591672,0.16672802391037678,-0.5145306250673247,Bust,Sleeper,Neutral,Bust,Bust,2,2,0,1,2
2041,Etan Thomas,-0.3323269885740955,0.011844740047903701,-0.1469598112274597,-1.7807486512964275,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2043,Mateen Cleaves,-0.7215576399126765,-0.07241403287721926,0.0529525236031847,-3.1297973664454997,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
2044,Jason Collier,0.8036939838809567,-0.03383837435954079,-0.39453734281417907,-2.0604284305063523,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
2045,Hedo Turkoglu,0.7271028885772894,0.000961465342263601,-0.06293340960388205,-0.13478083112698336,Sleeper,Neutral,Bust,Bust,Bust,2,0,1,2,2
2046,Desmond Mason,-0.16044115041049317,-0.05183828674517593,-0.1447308118277686,-2.509256766943505,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2047,Quentin Richardson,0.05581402136616023,-0.05832987725237371,-0.12833914278422176,-5.1761007951773035,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2048,Jamaal Magloire,-1.1708647730813095,-0.06795544405894521,-0.19387623943538257,-5.008734247997845,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2049,Speedy Claxton,-0.4282063169841813,-0.12099518486324018,-0.27403681199579233,-3.527024720553669,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2050,Morris Peterson,-0.27420273041251286,-0.011075446979580073,-0.17436293242151701,-1.804539194761837,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2051,Donnell Harvey,-0.7003100525542894,0.5390652043095611,2.2669559322569537,20.188645695242922,Bust,Sleeper,Sleeper,Sleeper,Sleeper,0,2,0,0,0
2052,DeShawn Stevenson,0.6572298507690948,-0.02023382573955107,0.05855362392342078,-1.2071124166592764,Sleeper,Bust,Neutral,Bust,Bust,2,0,2,1,2
2054,Jake Tsakalidis,-0.49248049137401395,0.025003125450536068,-0.04772393131801711,-0.09570379121382011,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2055,Mamadou N'diaye,-0.8631277437333089,-0.08722557630642419,-0.40618993015877614,-2.679569514300555,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2056,Primoz Brezec,0.15273614256456092,-0.058539601837852784,-0.39177671227924016,-4.2316234282714245,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2058,Mark Madsen,-0.7418884312512035,-0.14335129430402838,-0.5099021687237647,-8.258574474217086,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2059,Eduardo Najera,-0.003470090675929627,-0.034710107301698434,-0.3207923204103791,-3.65432807194985,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2060,Marko Jaric,0.055061719615439125,-0.028213568371786624,-0.17703416736420108,-2.281389753531272,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2063,Jake Voskuhl,-0.28951509248021856,-0.05731081253528886,-0.35990214307353374,-3.7221738853401183,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2067,Eddie House,0.38836825554525706,0.018975548304942302,0.012390426017105938,1.4279265947534299,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
2072,Michael Redd,0.25128180651963405,-0.0019505870202272124,-0.08909700275390553,-1.0392248485120241,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2073,Brian Cardinal,-0.06625813164562422,0.01273467352379365,-0.164306273403394,-3.662468287074443,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2078,Jason Hart,-0.6138683386282029,-0.12366516165940955,-0.49515413304607603,-7.318531908440642,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2198,Kwame Brown,-0.4467283457166952,-0.0027183522469668153,-0.0020907521597193224,-1.1932744277164975,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2199,Tyson Chandler,0.6257059065615321,0.11419807012204353,0.3659911430164895,1.8426094667312167,Sleeper,Sleeper,Sleeper,Neutral,Sleeper,0,0,0,0,1
2200,Pau Gasol,0.3861733666319145,-0.020534763065764183,0.24488020586207448,-1.3853132414462621,Neutral,Bust,Sleeper,Bust,Bust,2,1,2,0,2
2201,Eddy Curry,-0.6501376231668885,-0.0018842056558617815,-0.40682444162088294,-9.018161164645743,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2202,Jason Richardson,-0.1256191702929912,-0.012757541838830266,-0.0643195669912533,-2.7354743332311653,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2203,Shane Battier,0.31212222835663184,0.01771597428065419,-0.03519657213452909,-2.3925043194707527,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
2204,Eddie Griffin,-1.877380147633664,-0.20759840543645436,-0.41097031699540076,-8.240326480266575,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2205,DeSagana Diop,0.49936997990023235,-0.028449814316057698,0.14917413035235394,-1.4596774483091233,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
2207,Joe Johnson,0.5963275042286039,0.03576411653802081,-0.07915162706404888,5.0892336418009325,Neutral,Neutral,Bust,Sleeper,Neutral,1,1,1,2,0
2209,Vladimir Radmanovic,-0.356188630066453,-0.0151654593126902,-0.1811001383466193,-2.1262094646540373,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2210,Richard Jefferson,-0.09464028093650512,0.012143204834388799,-0.1078659870472678,-3.5119802393338393,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2211,Troy Murphy,0.36410785028476245,-0.0006384688851107656,0.0016169300408190868,-1.080879344323991,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
2212,Steven Hunter,0.0934962259112232,0.006595802553765462,-0.16646140708877244,-2.0344835899780076,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
2214,Michael Bradley,-0.20747921613724563,-0.11430387429283462,-0.26504656978232943,-5.038000111461261,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2215,Jason Collins,-0.9829421747137013,-0.0754397259281232,-0.40533415530518657,-3.421254819184489,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2216,Zach Randolph,1.2746815091180872,-0.022258132057555335,0.10400056705078775,2.2911564809196037,Sleeper,Bust,Neutral,Neutral,Neutral,1,0,2,1,1
2217,Brendan Haywood,0.025477399239431486,-0.013165958746837347,-0.02147661994122929,-0.05888341434567046,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2222,Gerald Wallace,1.9952997174132574,0.03507784667488201,0.24440305984564792,2.519456823585964,Sleeper,Neutral,Sleeper,Neutral,Sleeper,0,0,1,0,1
2223,Samuel Dalembert,1.0742466599341924,0.006313892026682089,0.023539674039296576,1.3634292047756276,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
2224,Jamaal Tinsley,-0.8367764032545928,-0.08542954710214279,-0.21482192369598674,-3.437610360077917,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2225,Tony Parker,0.2841124384188519,0.015732713094076645,0.1715635747750186,4.379706955281138,Neutral,Neutral,Neutral,Sleeper,Neutral,1,1,1,1,0
2239,Trenton Hassell,-0.04944361221702647,-0.03262283069671845,-0.0613802767753846,1.4220094321289931,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
2240,Gilbert Arenas,-0.8272519260101405,-0.027973781177343504,-0.10394834291096733,-2.5352865850832345,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2243,Brian Scalabrine,-0.37975422706977713,-0.012899329839059392,-0.16560127251849732,-4.056561772018954,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2246,Mehmet Okur,0.10137698156635488,-0.020952960585391978,-0.16082747145026066,-2.22039680154697,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2248,Earl Watson,0.42495099021043614,-0.03023480312352117,-0.006969414121456019,-1.7075196177284084,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2250,Bobby Simmons,-0.18875451471855345,-0.10009408449335933,-0.3233673939122582,-5.670980402546731,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2254,Loren Woods,-0.7722663349971118,0.0367060845104028,0.19897980916784497,0.9167555228466195,Bust,Neutral,Sleeper,Neutral,Neutral,1,2,1,0,1
2260,Jarron Collins,-0.4057253231777981,-0.04079762951952293,-0.2562593907549805,-3.3470105579833893,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2397,Yao Ming,-0.4110013373166118,0.004780989399534197,0.025297876615308024,-0.34037216497712564,Bust,Neutral,Neutral,Bust,Neutral,1,2,1,1,2
2399,Mike Dunleavy,-0.04187820257745606,0.03410005191182319,0.026500268526834514,1.1178324875178234,Bust,Neutral,Neutral,Neutral,Neutral,1,2,1,1,1
2400,Drew Gooden,-0.8055235950990707,-0.06393000403568205,-0.1934249165700055,-2.7057516811948013,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2403,Nene,0.6389683681188185,0.0885739550396949,0.2212708791250464,5.680224663993913,Sleeper,Sleeper,Sleeper,Sleeper,Sleeper,0,0,0,0,0
2404,Chris Wilcox,0.26591926980228336,0.04445768179818799,-0.02346934309010873,0.6994620956367612,Neutral,Sleeper,Bust,Neutral,Neutral,1,1,0,2,1
2405,Amar'e Stoudemire,0.47345244275758425,0.04612989674849077,0.06116962717979746,0.7280867813490985,Neutral,Sleeper,Neutral,Neutral,Neutral,1,1,0,1,1
2406,Caron Butler,-0.1857631431318585,-0.011875402434509241,-0.01942351669100595,0.21731869367781442,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
2407,Jared Jeffries,-0.307461922301423,-0.07901103872644649,-0.21372287918041866,-2.120170733382041,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2408,Melvin Ely,-0.9346116862304908,-0.030649797876890372,-0.2976078141187434,-4.875098850650097,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2410,Fred Jones,0.3693477207265116,0.009879552292545002,0.04443687311452016,-0.09008380486394607,Neutral,Neutral,Neutral,Bust,Neutral,1,1,1,1,2
2411,Bostjan Nachbar,1.116099394237056,0.07255683509122463,-0.04092214661863225,2.5932706136030337,Sleeper,Sleeper,Bust,Neutral,Sleeper,0,0,0,2,1
2413,Juan Dixon,-0.054984261820477665,-0.028607224090789585,-0.04308278097903839,-2.889096811742757,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2416,Kareem Rush,-0.43134748148671564,-0.057639467094906194,-0.0912800396375556,-3.6371099030937115,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2419,Tayshaun Prince,0.5594612648718662,-0.05031735500555845,0.0644102949872627,-0.31438064878179084,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
2420,Nenad Krstic,0.4226642886547435,-0.012862239063355707,-0.015855812664415714,-0.022465370608031776,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2422,John Salmons,1.180100179569437,0.0038866400095936005,0.0769772387085692,1.5592097381123846,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
2424,Dan Dickau,-0.1405599158749612,-0.018082924635468456,-0.030254487186868628,-0.9051883823025264,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2427,Roger Mason Jr.,0.3058327051359657,0.009159732174565893,-0.0004336237531319398,-2.176689319334841,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
2429,Dan Gadzuric,-0.9077864679253185,-0.1529955726896422,-0.4950708280297629,-6.705491342939285,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2430,Carlos Boozer,0.9795947919192896,-0.019489561423535973,-0.12139139790840936,1.2032292057657124,Sleeper,Bust,Bust,Neutral,Bust,2,0,2,2,1
2436,Flip Murray,0.5045296604288714,-0.010127936838464802,0.04420254843053906,0.8167575868434565,Neutral,Bust,Neutral,Neutral,Neutral,1,1,2,1,1
2440,Matt Barnes,1.2368143107777052,0.020772116062770962,-0.026399462845683397,0.6463787378339969,Sleeper,Neutral,Bust,Neutral,Neutral,1,0,1,2,1
2441,Jamal Sampson,-0.20750265484292485,0.10898650439014007,0.11323263767847136,-0.763748120106337,Bust,Sleeper,Neutral,Bust,Bust,2,2,0,1,2
2443,Darius Songaila,0.04606272628251934,-0.027950678280108443,-0.2816568215554808,-3.955407122432778,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2446,Rasual Butler,0.19017145468742747,-0.018560751185698887,0.015515968394494095,-1.562260907354176,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
2449,Luis Scola,-0.27158457176928197,-0.03484858085776432,-0.19006523201469827,-3.0657735985727257,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2544,LeBron James,0.3178576799571955,0.028705476198195745,0.042477555573880554,-3.7286894530616337,Neutral,Neutral,Neutral,Bust,Neutral,1,1,1,1,2
2545,Darko Milicic,0.3142898546166711,-0.0888283278028934,-0.12073899003415656,-6.073886446406461,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2546,Carmelo Anthony,-0.08206393884155339,-0.028240936231275993,0.057799198628302184,-5.1436776906566095,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
2547,Chris Bosh,0.41791794169432706,0.0005915372372575778,0.004998166065087295,0.21597408140891972,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
2548,Dwyane Wade,0.16123545523163907,-0.024316155255954985,-0.10251124384980792,-4.264671005275488,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2549,Chris Kaman,-0.269812540324874,-0.018953735988590514,0.10086295344799012,4.932358610540309,Bust,Bust,Neutral,Sleeper,Bust,2,2,2,1,0
2550,Kirk Hinrich,-0.6561162445895506,-0.022063967962020703,-0.2857567675843433,-5.810792854430453,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2551,T.J. Ford,-0.7516050497772533,-0.026267422648544758,-0.13120359987424202,-1.732429366163366,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2553,Jarvis Hayes,0.08480298816432999,0.0015071720834113345,-0.12135872941398484,-0.05094880664782231,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
2554,Mickael Pietrus,-0.12396260541782367,-0.0033643508175705827,-0.17351533300983957,-3.0146115692940914,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2555,Nick Collison,-0.48072043255920444,0.044964403469962444,-0.01071999813509028,-0.7312531745417772,Bust,Sleeper,Bust,Bust,Bust,2,2,0,2,2
2556,Marcus Banks,-1.2047763920561945,0.029776843876531567,-0.10794839395944344,-1.315452681624727,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
2557,Luke Ridnour,-0.014647685817569811,-0.0031240555702746198,-0.07887034011387772,0.019598602503933193,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
2561,David West,1.3981415798974057,-0.000689974152234929,0.11340691650827806,2.330824743404225,Sleeper,Bust,Neutral,Neutral,Neutral,1,0,2,1,1
2562,Sasha Pavlovic,-0.44604330829951705,-0.06199260279299912,-0.15407068110577016,-4.53765275776323,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2563,Dahntay Jones,-0.06151649824609784,-0.0069054964649806205,-0.14896984181862527,0.03888507639354977,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
